,title,year,genre,country_first,iso3,continent
3291,Color Out of Space,2019,"Horror, Mystery, Sci-Fi",USA,USA,North America
3292,2.0,2018,"Action, Sci-Fi",India,IND,Asia
3293,Watch the Sky,2017,Sci-Fi,USA,USA,North America
3294,Interstellar Wars,2016,Sci-Fi,USA,USA,North America
3295,Hostile,2017,"Drama, Horror, Sci-Fi",Belgium,BEL,Europe
3296,Man Underground,2016,"Drama, Sci-Fi",USA,USA,North America
3297,Flashout,2019,Sci-Fi,USA,USA,North America
3298,Surviving the Outbreak,2017,"Horror, Sci-Fi",USA,USA,North America
3299,Quanta,2019,"Drama, Sci-Fi",Australia,AUS,Oceania
3300,Alistair1918,2015,"Drama, Sci-Fi",USA,USA,North America
3301,Dans la brume,2018,"Drama, Mystery, Sci-Fi",France,FRA,Europe
3302,Dickshark,2016,"Comedy, Sci-Fi",USA,USA,North America
3303,Twenty Twenty-Four,2016,"Mystery, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3304,One Under the Sun,2017,"Drama, Mystery, Sci-Fi",USA,USA,North America
3305,Bu ke si yi,2015,Sci-Fi,China,CHN,Asia
3306,Pandorica,2016,Sci-Fi,United Kingdom,GBR,Europe
3307,Shortwave,2016,"Sci-Fi, Thriller",USA,USA,North America
3308,The Shasta Triangle,2019,"Fantasy, Sci-Fi, Thriller",USA,USA,North America
3309,La scoperta,2017,"Drama, Romance, Sci-Fi",USA,USA,North America
3310,The 5th Kind,2017,"Horror, Mystery, Sci-Fi",USA,USA,North America
3311,Diary of a Fatman,2016,"Comedy, Fantasy, Sci-Fi",Australia,AUS,Oceania
3312,Daemonium: Underground Soldier,2015,"Action, Fantasy, Sci-Fi",Argentina,ARG,South America
3313,Returned,2015,Sci-Fi,USA,USA,North America
3314,The Doll,2017,"Fantasy, Horror, Sci-Fi",USA,USA,North America
3315,Battalion,2018,"Action, Drama, Sci-Fi",Australia,AUS,Oceania
3316,Unthinkable - Gli ultimi sopravvissuti,2018,"Action, Romance, Sci-Fi",Sweden,SWE,Europe
3317,Assimilate,2019,"Horror, Mystery, Sci-Fi",USA,USA,North America
3318,Drone Wars,2016,"Action, Sci-Fi, Thriller",USA,USA,North America
3319,Brown Girl Begins,2017,"Fantasy, Sci-Fi",Canada,CAN,North America
3320,Dance to Death - Sfida l'arena,2017,"Action, Drama, Sci-Fi",Russia,RUS,Europe
3321,The Mildew from Planet Xonader,2015,"Action, Horror, Sci-Fi",USA,USA,North America
3322,Hot Wheels Acceleracers the Ultimate Race,2005,"Animation, Action, Sci-Fi",USA,USA,North America
3323,Puppet Master: Axis Termination,2017,"Fantasy, Horror, Sci-Fi",USA,USA,North America
3324,Crossbreed,2019,"Action, Comedy, Sci-Fi",USA,USA,North America
3325,Noi siamo la Marea,2016,"Mystery, Sci-Fi",Germany,DEU,Europe
3326,Assassinaut,2019,Sci-Fi,USA,USA,North America
3327,Browncoats: Independence War,2015,"Action, Sci-Fi, War",USA,USA,North America
3328,Aerials,2016,"Drama, Sci-Fi, Thriller",United Arab Emirates,ARE,Asia
3329,Precognition,2018,"Action, Sci-Fi",United Kingdom,GBR,Europe
3330,Invasion Earth,2016,Sci-Fi,United Kingdom,GBR,Europe
3331,Madame Hyde,2017,"Comedy, Drama, Sci-Fi",France,FRA,Europe
3332,Reset,2017,"Action, Sci-Fi, Thriller",China,CHN,Asia
3333,A Promise of Time Travel,2016,"Drama, Mystery, Sci-Fi",USA,USA,North America
3334,Magellan,2017,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3335,Iru Mugan,2016,"Action, Sci-Fi, Thriller",India,IND,Asia
3336,Theta States,2017,"Horror, Sci-Fi, Thriller",USA,USA,North America
3337,Life: Non oltrepassare il limite,2017,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3338,Le ultime 24 ore,2017,"Action, Sci-Fi, Thriller",South Africa,ZAF,Africa
3339,Pass Thru,2016,"Drama, Fantasy, Sci-Fi",USA,USA,North America
3340,The Men,2018,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3341,Anomaly,2016,"Horror, Mystery, Sci-Fi",USA,USA,North America
3342,Motel Mist,2016,"Sci-Fi, Thriller",Thailand,THA,Asia
3343,Kill Switch - La guerra dei mondi,2017,"Action, Sci-Fi, Thriller",Netherlands,NLD,Europe
3344,Dead Rising: Endgame,2016,"Action, Horror, Sci-Fi",USA,USA,North America
3345,Phuntroo,2016,Sci-Fi,India,IND,Asia
3346,Barbie avventura stellare,2016,"Animation, Family, Sci-Fi",USA,USA,North America
3347,Utsukushii hoshi,2017,"Drama, Family, Sci-Fi",Japan,JPN,Asia
3348,Ensamma i rymden,2018,"Family, Sci-Fi",Sweden,SWE,Europe
3349,Cutie Honey: Tears,2016,"Action, Sci-Fi",Japan,JPN,Asia
3350,Flashburn,2017,Sci-Fi,USA,USA,North America
3351,Replace,2017,"Horror, Sci-Fi, Thriller",Germany,DEU,Europe
3352,Lucid,2018,"Sci-Fi, Thriller",United Kingdom,GBR,Europe
3353,Island Zero,2018,"Horror, Mystery, Sci-Fi",USA,USA,North America
3354,The KAOS Brief,2017,"Horror, Sci-Fi",USA,USA,North America
3355,The Domestics,2018,"Action, Horror, Sci-Fi",USA,USA,North America
3356,Imitation Girl,2017,"Drama, Sci-Fi",USA,USA,North America
3357,Rabid,2019,"Horror, Sci-Fi",Canada,CAN,North America
3358,Ji yi da shi,2017,"Fantasy, Mystery, Sci-Fi",China,CHN,Asia
3359,Jonathan,2018,"Drama, Sci-Fi",USA,USA,North America
3360,ARQ,2016,"Action, Sci-Fi, Thriller",Canada,CAN,North America
3361,Jugend ohne Gott,2017,"Crime, Drama, Sci-Fi",Germany,DEU,Europe
3362,Dead Trigger,2017,"Action, Horror, Sci-Fi",USA,USA,North America
3363,Agent,2017,"Action, Sci-Fi, Thriller",Hong Kong,HKG,Asia
3364,Black Hollow Cage,2017,"Drama, Horror, Sci-Fi",Spain,ESP,Europe
3365,Sorry to Bother You,2018,"Comedy, Fantasy, Sci-Fi",USA,USA,North America
3366,Nunnunarvu,2016,"Romance, Sci-Fi, Thriller",Australia,AUS,Oceania
3367,RiffTrax Live: Time Chasers,2016,Sci-Fi,USA,USA,North America
3368,Starfish,2018,"Drama, Sci-Fi",USA,USA,North America
3369,Un nuovo futuro,2017,"Action, Adventure, Sci-Fi",USA,USA,North America
3370,The Beyond,2017,"Drama, Sci-Fi",United Kingdom,GBR,Europe
3371,Involution,2018,"Drama, Sci-Fi, Thriller",Russia,RUS,Europe
3372,Deserto rosso sangue,2016,"Drama, Horror, Sci-Fi",USA,USA,North America
3373,Future World,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3374,Day of Reckoning,2016,"Action, Horror, Sci-Fi",USA,USA,North America
3375,En tu cabeza,2016,Sci-Fi,Spain,ESP,Europe
3376,Moglie e marito,2017,"Comedy, Sci-Fi",Italy,ITA,Europe
3377,A Mãe é que Sabe,2016,"Comedy, Drama, Sci-Fi",Portugal,PRT,Europe
3378,The Man from Earth: Holocene,2017,"Drama, Fantasy, Sci-Fi",USA,USA,North America
3379,Underwater,2020,"Action, Horror, Sci-Fi",USA,USA,North America
3380,Kung Fu Traveler,2017,"Action, Sci-Fi, Thriller",China,CHN,Asia
3381,Czlowiek z magicznym pudelkiem,2017,"Drama, Romance, Sci-Fi",Italy,ITA,Europe
3382,UFO: It Is Here,2016,"Horror, Sci-Fi",Germany,DEU,Europe
3383,Il demone di Laplace,2017,"Horror, Mystery, Sci-Fi",Italy,ITA,Europe
3384,The Bobot,2018,"Adventure, Family, Sci-Fi",Ukraine,UKR,Europe
3385,Sequence Break,2017,"Horror, Romance, Sci-Fi",USA,USA,North America
3386,Let Her Out,2016,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
3387,Bleeding Steel - Eroe di acciaio,2017,"Action, Adventure, Sci-Fi",China,CHN,Asia
3388,The Capture,2017,"Sci-Fi, Thriller",USA,USA,North America
3389,The Generator,2017,Sci-Fi,United Kingdom,GBR,Europe
3390,Soft Matter,2018,"Comedy, Horror, Sci-Fi",USA,USA,North America
3391,Diminuendo,2018,"Romance, Sci-Fi",USA,USA,North America
3392,Cyborg 009: Call of Justice I,2016,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3393,Project Ghazi,2017,"Action, Sci-Fi, Thriller",Pakistan,PAK,Asia
3394,Seat 25,2017,"Drama, Sci-Fi",United Kingdom,GBR,Europe
3395,Possessor,2020,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3396,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,2016,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3397,Horror Hotel: The Movie,2016,"Comedy, Horror, Sci-Fi",USA,USA,North America
3398,Dead Sunrise,2017,"Adventure, Horror, Sci-Fi",Australia,AUS,Oceania
3399,First Light,2018,"Drama, Sci-Fi, Thriller",Canada,CAN,North America
3400,Sanpo suru shinryakusha,2017,"Drama, Sci-Fi",Japan,JPN,Asia
3401,The Darkest Dawn,2016,"Action, Sci-Fi",United Kingdom,GBR,Europe
3402,Mad World,2018,"Action, Sci-Fi",United Kingdom,GBR,Europe
3403,Mobile Suit Gundam Thunderbolt: December Sky,2016,"Animation, Sci-Fi, War",Japan,JPN,Asia
3404,QEDA,2017,"Drama, Sci-Fi",Sweden,SWE,Europe
3405,Riot Girls,2019,"Action, Sci-Fi",Canada,CAN,North America
3406,Light of My Life,2019,"Drama, Sci-Fi, Thriller",USA,USA,North America
3407,After the Lethargy,2018,"Comedy, Horror, Sci-Fi",Spain,ESP,Europe
3408,Radius,2017,"Mystery, Sci-Fi, Thriller",Canada,CAN,North America
3409,Paradise Hills,2019,"Fantasy, Sci-Fi, Thriller",Spain,ESP,Europe
3410,La prima notte del giudizio,2018,"Action, Horror, Sci-Fi",USA,USA,North America
3411,Solis,2018,"Action, Adventure, Sci-Fi",United Kingdom,GBR,Europe
3412,Desolasi,2016,"Drama, Fantasy, Sci-Fi",Malaysia,MYS,Asia
3413,Axcellerator,2020,"Action, Sci-Fi",USA,USA,North America
3414,F.R.E.D.I.,2018,"Adventure, Family, Sci-Fi",USA,USA,North America
3415,Astro,2018,"Action, Mystery, Sci-Fi",USA,USA,North America
3416,Eruption: LA,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3417,The Gateway,2018,Sci-Fi,Australia,AUS,Oceania
3418,Galaxy of Horrors,2017,"Horror, Sci-Fi",Canada,CAN,North America
3419,Blood Machines,2019,"Adventure, Music, Sci-Fi",France,FRA,Europe
3420,626 Evolution,2017,"Action, Sci-Fi",USA,USA,North America
3421,Perfect,2018,"Horror, Mystery, Sci-Fi",USA,USA,North America
3422,A Repartição do Tempo,2016,"Comedy, Sci-Fi",Brazil,BRA,South America
3423,Spider-Man 2: Another World,2018,Sci-Fi,United Kingdom,GBR,Europe
3424,Nima,2016,"Drama, Sci-Fi",Greece,GRC,Europe
3425,In My Room,2018,"Drama, Sci-Fi",Germany,DEU,Europe
3426,Future '38,2017,"Comedy, Romance, Sci-Fi",USA,USA,North America
3427,Interferenze,2018,"Drama, Mystery, Sci-Fi",USA,USA,North America
3428,I Am Mother,2019,"Drama, Mystery, Sci-Fi",Australia,AUS,Oceania
3429,"Empathy, Inc.",2018,"Drama, Horror, Sci-Fi",USA,USA,North America
3430,Spider-Man: Far from Home,2019,"Action, Adventure, Sci-Fi",USA,USA,North America
3431,Inuyashiki,2018,"Action, Drama, Sci-Fi",Japan,JPN,Asia
3432,Volition,2019,"Sci-Fi, Thriller",Canada,CAN,North America
3433,BraveStorm,2017,"Action, Sci-Fi",Japan,JPN,Asia
3434,Alien Outbreak,2020,Sci-Fi,United Kingdom,GBR,Europe
3435,No More Lights in the Sky,2018,"Drama, Sci-Fi",United Kingdom,GBR,Europe
3436,Fast Color,2018,"Drama, Sci-Fi, Thriller",USA,USA,North America
3437,Leon muss sterben,2017,"Comedy, Romance, Sci-Fi",Germany,DEU,Europe
3438,The Wheel,2019,"Action, Sci-Fi",Australia,AUS,Oceania
3439,Mooseowon Iyagi 3: Hwasungeseo on Sonyeo,2016,"Horror, Sci-Fi",South Korea,KOR,Asia
3440,Terminator - Destino oscuro,2019,"Action, Adventure, Sci-Fi",USA,USA,North America
3441,Mazinga Z: Infinity,2017,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3442,Landing Lake,2017,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
3443,Darken,2017,"Fantasy, Horror, Sci-Fi",Canada,CAN,North America
3444,La dernière vie de Simon,2019,"Family, Romance, Sci-Fi",France,FRA,Europe
3445,Project Ithaca,2019,"Sci-Fi, Thriller",Canada,CAN,North America
3446,Another Plan from Outer Space,2018,"Drama, Sci-Fi, Thriller",USA,USA,North America
3447,Upgrade,2018,"Action, Sci-Fi, Thriller",USA,USA,North America
3448,Cold Zone,2017,"Action, Sci-Fi",USA,USA,North America
3449,Molly,2017,"Action, Sci-Fi",Netherlands,NLD,Europe
3450,The Mandela Effect,2019,"Drama, Sci-Fi, Thriller",USA,USA,North America
3451,Life Like,2019,"Sci-Fi, Thriller",USA,USA,North America
3452,X-Men: Dark Phoenix,2019,"Action, Adventure, Sci-Fi",USA,USA,North America
3453,Phoenix Forgotten,2017,"Horror, Mystery, Sci-Fi",USA,USA,North America
3454,Alien Domicile,2017,"Horror, Sci-Fi",USA,USA,North America
3455,Infoholik,2017,"Comedy, Romance, Sci-Fi",Ukraine,UKR,Europe
3456,Dragon Kingdom,2018,"Adventure, Sci-Fi",United Kingdom,GBR,Europe
3457,Clara,2018,Sci-Fi,Canada,CAN,North America
3458,Encounter - Il contatto,2018,"Drama, Sci-Fi",USA,USA,North America
3459,Shang hai bao lei,2019,"Action, Sci-Fi",China,CHN,Asia
3460,A Quiet Place - Un posto tranquillo,2018,"Drama, Horror, Sci-Fi",USA,USA,North America
3461,Space Babes from Outer Space,2017,"Comedy, Sci-Fi",USA,USA,North America
3462,Tora Tora,2017,"Comedy, Family, Sci-Fi",India,IND,Asia
3463,Feng kuang de wai xing ren,2019,"Comedy, Sci-Fi",China,CHN,Asia
3464,Incoming,2018,"Action, Sci-Fi, Thriller",Serbia,SRB,Europe
3465,Black Garden,2019,Sci-Fi,Australia,AUS,Oceania
3466,Arif V 216,2018,"Comedy, Music, Sci-Fi",Turkey,TUR,Asia
3467,Tenet,2020,"Action, Sci-Fi",United Kingdom,GBR,Europe
3468,Shockwave,2017,"Action, Adventure, Sci-Fi",USA,USA,North America
3469,Lazer Team 2,2017,"Action, Comedy, Sci-Fi",USA,USA,North America
3470,James vs. His Future Self,2019,"Comedy, Sci-Fi",Canada,CAN,North America
3471,Occupation,2018,"Action, Drama, Sci-Fi",Australia,AUS,Oceania
3472,L'immensità della notte,2019,"Drama, Mystery, Sci-Fi",USA,USA,North America
3473,The Dustwalker,2019,"Drama, Sci-Fi, Thriller",Australia,AUS,Oceania
3474,El viaje extraordinario de Celeste García,2018,"Comedy, Sci-Fi",Cuba,CUB,North America
3475,Glass,2019,"Drama, Sci-Fi, Thriller",USA,USA,North America
3476,Lucid Dream,2017,"Sci-Fi, Thriller",South Korea,KOR,Asia
3477,Elizabeth Harvest,2018,"Horror, Sci-Fi, Thriller",USA,USA,North America
3478,The Brink,2020,Sci-Fi,United Kingdom,GBR,Europe
3479,Archive,2020,Sci-Fi,United Kingdom,GBR,Europe
3480,White Chamber,2018,"Drama, Horror, Sci-Fi",United Kingdom,GBR,Europe
3481,Alien Reign of Man,2017,Sci-Fi,USA,USA,North America
3482,Hollow Body,2018,"Horror, Music, Sci-Fi",USA,USA,North America
3483,Impact Event,2018,Sci-Fi,USA,USA,North America
3484,SuperGrid,2018,"Action, Fantasy, Sci-Fi",Canada,CAN,North America
3485,Lôi Báo,2017,"Action, Drama, Sci-Fi",Vietnam,VNM,Asia
3486,Black Site,2018,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
3487,Sin fin,2018,"Drama, Romance, Sci-Fi",Spain,ESP,Europe
3488,Starship Troopers - Attacco su Marte,2017,"Animation, Action, Sci-Fi",USA,USA,North America
3489,Snake Outta Compton,2018,"Comedy, Horror, Sci-Fi",USA,USA,North America
3490,Shangri-La: Near Extinction,2018,Sci-Fi,USA,USA,North America
3491,Nemesis 5: The New Model,2017,"Action, Sci-Fi",USA,USA,North America
3492,L'uomo che uccise Hitler e poi il Bigfoot,2018,"Adventure, Drama, Sci-Fi",USA,USA,North America
3493,Duverný neprítel,2018,"Mystery, Sci-Fi, Thriller",Czech Republic,CZE,Europe
3494,Transference: Escape the Dark,2020,Sci-Fi,Canada,CAN,North America
3495,Night Zero,2018,"Horror, Sci-Fi, Thriller",USA,USA,North America
3496,Era uma Vez Brasília,2017,"Drama, Sci-Fi",Brazil,BRA,South America
3497,Jessica Forever,2018,"Drama, Fantasy, Sci-Fi",France,FRA,Europe
3498,Maayavan,2017,"Action, Mystery, Sci-Fi",India,IND,Asia
3499,Life Guidance,2017,Sci-Fi,Austria,AUT,Europe
3500,Variant,2020,"Sci-Fi, Thriller",USA,USA,North America
3501,Meteorlar,2017,"Drama, Mystery, Sci-Fi",Netherlands,NLD,Europe
3502,The Honeymoon Phase,2019,"Horror, Sci-Fi, Thriller",USA,USA,North America
3503,Tik Tik Tik,2018,"Action, Sci-Fi, Thriller",India,IND,Asia
3504,Who,2018,"Mystery, Sci-Fi",India,IND,Asia
3505,Radioflash,2019,"Action, Drama, Sci-Fi",USA,USA,North America
3506,Nothing Really Happens,2018,"Comedy, Sci-Fi, Thriller",USA,USA,North America
3507,Black Flowers,2018,Sci-Fi,United Kingdom,GBR,Europe
3508,The Silence,2019,"Drama, Horror, Sci-Fi",Canada,CAN,North America
3509,Tiempo después,2018,"Comedy, Sci-Fi",Spain,ESP,Europe
3510,The Theta Girl,2017,"Action, Horror, Sci-Fi",USA,USA,North America
3511,Little Monsters,2019,"Comedy, Horror, Sci-Fi",Australia,AUS,Oceania
3512,Illusions,2017,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3513,Ja teraz klamie,2019,"Mystery, Sci-Fi, Thriller",Poland,POL,Europe
3514,Max Reload and the Nether Blasters,2020,"Adventure, Comedy, Sci-Fi",USA,USA,North America
3515,Batman Ninja,2018,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3516,Wolf Call - Minaccia in alto mare,2019,"Action, Adventure, Sci-Fi",France,FRA,Europe
3517,The Gallows Act II,2019,"Horror, Mystery, Sci-Fi",USA,USA,North America
3518,The Drone,2019,"Comedy, Horror, Sci-Fi",USA,USA,North America
3519,Ellipse,2019,Sci-Fi,USA,USA,North America
3520,Alpha Code,2020,"Mystery, Sci-Fi, Thriller",Czech Republic,CZE,Europe
3521,Addio fottuti musi verdi,2017,"Action, Comedy, Sci-Fi",Italy,ITA,Europe
3522,Tous les dieux du ciel,2018,"Drama, Horror, Sci-Fi",France,FRA,Europe
3523,Project Power,2020,"Action, Crime, Sci-Fi",USA,USA,North America
3524,Herbert West: Re-Animator,2017,"Horror, Sci-Fi",Italy,ITA,Europe
3525,Aniara,2018,"Drama, Sci-Fi",Sweden,SWE,Europe
3526,Auggie,2019,"Drama, Sci-Fi",USA,USA,North America
3527,The Wandering Earth,2019,"Action, Sci-Fi",China,CHN,Asia
3528,Rewind: Die zweite Chance,2017,"Crime, Sci-Fi, Thriller",Germany,DEU,Europe
3529,Pocketman and Cargoboy,2018,"Adventure, Comedy, Sci-Fi",USA,USA,North America
3530,The Invisible Man,2017,Sci-Fi,USA,USA,North America
3531,Tito e gli alieni,2017,"Comedy, Sci-Fi",Italy,ITA,Europe
3532,Amazing Stories,1986,"Adventure, Fantasy, Sci-Fi",USA,USA,North America
3533,Automation,2019,Sci-Fi,USA,USA,North America
3534,Antariksham 9000 kmph,2018,"Adventure, Drama, Sci-Fi",India,IND,Asia
3535,Abduction,2019,"Action, Horror, Sci-Fi",China,CHN,Asia
3536,Butt Boy,2019,"Comedy, Sci-Fi, Thriller",USA,USA,North America
3537,Yocho,2017,Sci-Fi,Japan,JPN,Asia
3538,Mobile Suit Gundam Thunderbolt: Bandit Flower,2017,"Animation, Sci-Fi, War",Japan,JPN,Asia
3539,Prospect,2018,"Drama, Sci-Fi, Thriller",Canada,CAN,North America
3540,Dong wu shi jie,2018,"Action, Fantasy, Sci-Fi",China,CHN,Asia
3541,Atlantic Rim: Resurrection,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3542,Gojira: kessen kidô zôshoku toshi,2018,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3543,Last and First Men,2017,Sci-Fi,Iceland,ISL,Europe
3544,Time Jumpers,2018,Sci-Fi,USA,USA,North America
3545,Invasion,2020,"Action, Sci-Fi",Russia,RUS,Europe
3546,Assassin 33 A.D.,2020,Sci-Fi,USA,USA,North America
3547,Kôdo Giasu: Hangyaku no Rurûshu I - Kôdô,2017,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3548,All'ombra della luna,2019,"Crime, Mystery, Sci-Fi",USA,USA,North America
3549,Battlefield 2025,2020,Sci-Fi,USA,USA,North America
3550,9: Nine,2019,"Fantasy, Horror, Sci-Fi",India,IND,Asia
3551,Twisted Pair,2018,"Drama, Fantasy, Sci-Fi",USA,USA,North America
3552,Hover,2018,Sci-Fi,USA,USA,North America
3553,Il buco,2019,"Horror, Sci-Fi, Thriller",Spain,ESP,Europe
3554,Alien Siege,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3555,Dark Encounter,2019,"Mystery, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3556,Les particules,2019,"Drama, Fantasy, Sci-Fi",France,FRA,Europe
3557,Bizli: Origin,2018,"Action, Fantasy, Sci-Fi",Bangladesh,BGD,Asia
3558,Alien Expedition,2018,Sci-Fi,USA,USA,North America
3559,Divino Amor,2019,"Drama, Sci-Fi",Brazil,BRA,South America
3560,Zoo-Head,2019,"Sci-Fi, Thriller",United Kingdom,GBR,Europe
3561,Janelle Monáe: Dirty Computer,2018,"Music, Sci-Fi",USA,USA,North America
3562,Speed of Life,2019,"Drama, Mystery, Sci-Fi",USA,USA,North America
3563,After Midnight,2019,"Drama, Horror, Sci-Fi",USA,USA,North America
3564,Kill Mode,2020,"Action, Sci-Fi",Netherlands,NLD,Europe
3565,Stairs,2019,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
3566,Apocalyptic 2077,2019,"Action, Sci-Fi",United Kingdom,GBR,Europe
3567,The Dawnseeker,2018,Sci-Fi,USA,USA,North America
3568,Jesus Shows You the Way to the Highway,2019,"Action, Comedy, Sci-Fi",Spain,ESP,Europe
3569,4x4,2019,"Action, Crime, Sci-Fi",Argentina,ARG,South America
3570,Xenophobia,2019,Sci-Fi,USA,USA,North America
3571,Lake Artifact,2019,"Comedy, Horror, Sci-Fi",USA,USA,North America
3572,Stargate Origins: Catherine,2018,"Adventure, History, Sci-Fi",USA,USA,North America
3573,La bambola assassina,2019,"Horror, Sci-Fi",Canada,CAN,North America
3574,Avanpost,2019,"Action, Sci-Fi, Thriller",Russia,RUS,Europe
3575,The Wrong Todd,2018,"Comedy, Sci-Fi",USA,USA,North America
3576,Space,2020,"Horror, Sci-Fi",USA,USA,North America
3577,Incident at Montauk,2019,"Horror, Mystery, Sci-Fi",USA,USA,North America
3578,Proximity,2020,"Drama, Sci-Fi",USA,USA,North America
3579,A Wakefield Project,2019,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
3580,A. I. Tales,2019,"Action, Drama, Sci-Fi",USA,USA,North America
3581,Freaks,2018,"Drama, Mystery, Sci-Fi",Canada,CAN,North America
3582,Jurassic Galaxy,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3583,Attack of the Unknown,2020,"Action, Horror, Sci-Fi",USA,USA,North America
3584,Max Winslow and the House of Secrets,2019,"Family, Sci-Fi, Thriller",USA,USA,North America
3585,Foxtrot Six,2019,"Action, Drama, Sci-Fi",Indonesia,IDN,Asia
3586,Excursion,2019,"Mystery, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3587,Il ritorno di Godzilla,1984,"Action, Sci-Fi",Japan,JPN,Asia
3588,Synchronic,2019,"Drama, Horror, Sci-Fi",USA,USA,North America
3589,Patient 001,2018,"Horror, Sci-Fi, Thriller",USA,USA,North America
3590,Battle Bots,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3591,H0us3,2018,"Horror, Sci-Fi, Thriller",Spain,ESP,Europe
3592,Alone,2019,"Adventure, Drama, Sci-Fi",USA,USA,North America
3593,Fried Barry,2020,"Comedy, Horror, Sci-Fi",South Africa,ZAF,Africa
3594,The Trouble with Being Born,2020,"Drama, Sci-Fi",Austria,AUT,Europe
3595,Hornet,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3596,Dead Dicks,2019,"Comedy, Horror, Sci-Fi",Canada,CAN,North America
3597,3022,2019,Sci-Fi,USA,USA,North America
3598,Mobile Suit Gundam Narrative,2018,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3599,iSmart Shankar,2019,"Action, Sci-Fi",India,IND,Asia
3600,Alien Warfare,2019,"Action, Sci-Fi",USA,USA,North America
